duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,predicted_count
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,9,0.0,0.0,1.0,1.0,0.06,0.06,0.0,255,9,0.04,0.05,0.0,0.0,0.0,0.0,1.0,1.0,154.3297040188698
0,tcp,telnet,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.11,0.0,0.44,1.0,0.0,0.67,60,87,0.32,0.08,0.02,0.02,0.03,0.0,0.87,0.67,1.2778148148148147
1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.25,0.0,0.75,0.5,0.0,255,150,0.59,0.13,0.0,0.0,0.0,0.0,0.4,0.0,4.055
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,1.0,1.0,0.0,0.0,0.3,0.07,0.0,255,37,0.15,0.04,0.01,0.0,0.82,1.0,0.02,0.0,58.71649527045949
1,tcp,smtp,SF,1677,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65,196,0.92,0.05,0.02,0.01,0.0,0.0,0.0,0.0,1.0
0,tcp,http,SF,179,9148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,1.0
8144,tcp,telnet,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,77,0.3,0.02,0.0,0.0,0.7,0.62,0.01,0.03,1.0
0,tcp,http,SF,228,4194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,49,0.0,0.0,0.0,0.0,1.0,0.0,0.1,73,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,15.248739859627621
0,tcp,http,SF,219,5014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0
0,tcp,netbios_dgm,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,4,0.0,0.0,1.0,1.0,0.01,0.06,0.0,255,4,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,273.6337396276459
0,tcp,http,SF,292,3247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,4.0
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1,0.13,0.0,0.87,1.0,0.0,1.0,0.0,255,1,0.0,0.92,0.0,0.0,0.13,0.0,0.87,1.0,485.5711111111111
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,491.565
1,tcp,smtp,SF,745,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,183,114,0.62,0.03,0.01,0.0,0.0,0.0,0.0,0.0,1.0
2076,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,231,0.91,0.02,0.0,0.0,0.0,0.0,0.07,0.08,9.012658771615854
0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,20,1.0,1.0,0.0,0.0,0.07,0.05,0.0,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,289.81645457407853
0,tcp,http,SF,311,12502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,3.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,16,0.0,0.0,1.0,1.0,0.06,0.06,0.0,255,16,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0,272.8807784308497
0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,152,1,0.01,0.99,0.99,0.0,0.99,1.0,0.0,0.0,1.0
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.02,0.0,0.98,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,510.325
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,1,0.09,0.0,0.91,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,497.384492063492
0,tcp,http,SF,213,6931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.871176052696843
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,10,0.0,0.0,0.0,0.0,1.0,0.0,0.3,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.203867915046884
0,tcp,http,SF,249,3200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.996193032453894
280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,22,0.86,0.29,0.86,0.14,0.0,0.0,0.0,0.0,2.0
901,tcp,http,RSTR,60884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,69,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,68.19338807189543
0,tcp,http,SF,319,314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,34,0.0,0.0,0.0,0.0,1.0,0.0,0.06,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81612694930177
0,tcp,http,SF,206,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,24,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.767118476533831
0,tcp,http,SF,188,5759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,240,0.94,0.02,0.0,0.0,0.01,0.0,0.01,0.0,1.0
0,tcp,ftp_data,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,3,0.0,0.0,1.0,1.0,0.02,0.08,0.0,255,3,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,120.96214508132749
0,tcp,http,SF,321,809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.989713337086627
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,19,0.0,0.0,1.0,1.0,0.15,0.06,0.0,255,19,0.07,0.06,0.0,0.0,0.0,0.0,0.99,1.0,126.77542246035804
0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0.0,0.0,0.0,0.0,0.02,0.93,0.0,255,1,0.0,0.72,1.0,0.0,0.0,0.0,0.0,0.0,74.45645833333334
0,icmp,eco_i,SF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,36,1.0,0.0,1.0,0.31,0.0,0.0,0.0,0.0,1.0
0,tcp,http,SF,301,2515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000172889661429
0,tcp,http,SF,206,1214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.012658771615854
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,5,0.0,0.0,1.0,1.0,0.02,0.06,0.0,255,5,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,253.43480626025342
0,tcp,http,SF,377,2640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,25,0.0,0.0,0.0,0.0,1.0,0.0,0.16,11,177,1.0,0.0,0.09,0.07,0.0,0.0,0.0,0.0,11.855300805787833
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,9,0.01,0.0,0.99,1.0,0.04,0.07,0.0,255,9,0.04,0.08,0.0,0.0,0.01,0.0,0.99,1.0,238.71029001428428
0,tcp,http,SF,305,394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,tcp,smtp,SF,4329,432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,190,166,0.57,0.03,0.01,0.01,0.0,0.0,0.0,0.0,1.0
0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,177,49,0.18,0.03,0.01,0.04,0.0,0.0,0.89,1.0,1.0
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90.34881072874494
0,tcp,nntp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,12,1.0,1.0,0.0,0.0,0.07,0.09,0.0,255,12,0.05,0.09,0.0,0.0,1.0,1.0,0.0,0.0,110.80503174603176
0,tcp,http,SF,308,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.21,0.21,0.56,0.57,6.0
0,tcp,http,SF,213,1227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134,134,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,3.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,0.0,0.0,1.0,1.0,0.12,0.05,0.0,255,14,0.05,0.05,0.0,0.0,0.0,0.0,1.0,1.0,115.2875
0,tcp,http,SF,249,2633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,29.99941384058356
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,26,0.1,0.9,0.0,0.0,0.14,0.0,0.86,1.0,1.0
0,icmp,ecr_i,SF,40008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102,102,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,269.37333333333333
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.08,0.08,0.56,0.59,11.00083040284562
0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,1,0.0,0.39,0.35,0.0,0.0,0.0,0.9,1.0,1.0
0,tcp,http,SF,204,2763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.019512423633923
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13,1.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0
0,tcp,http,SF,291,11881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,253,1.0,0.0,0.08,0.02,0.0,0.01,0.0,0.0,12.00283955847347
0,tcp,telnet,SF,124,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.02,0.02,2.0
0,tcp,uucp,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,12,0.0,0.0,1.0,1.0,0.09,0.07,0.0,255,12,0.05,0.06,0.0,0.0,0.0,0.0,1.0,1.0,131.81379970724748
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,10,0.0,0.0,1.0,1.0,0.04,0.06,0.0,255,10,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,264.9289993077498
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,1,0.06,0.0,0.94,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.88,1.0,502.25699999999995
281,tcp,ftp,SF,162,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,24,0.09,0.03,0.0,0.0,0.51,0.0,0.02,0.0,1.0
0,tcp,http,SF,269,11444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,3.0
897,tcp,http,RSTR,61504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,29.99941384058356
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,4,0.0,0.0,1.0,1.0,0.02,0.06,0.0,255,4,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0,219.32926718380696
0,tcp,http,SF,523,251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,252,1.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,2.0
0,tcp,telnet,SF,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,172,0.67,0.02,0.0,0.0,0.0,0.0,0.02,0.03,1.0
0,udp,domain_u,SF,45,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,217,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.86619047619047
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.01,0.01,5.0
0,tcp,http,SF,147,34228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,tcp,http,SF,281,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,16.953992460468374
0,tcp,http,SF,199,12330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,9.989713337086627
0,tcp,http,SF,293,3048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00083040284562
0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0.0,0.0,0.0,0.0,0.02,0.35,0.0,255,1,0.0,0.7,0.42,0.0,0.0,0.0,0.58,0.0,47.40895833333334
0,tcp,http,SF,301,1453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,31,0.0,0.0,0.0,0.0,1.0,0.0,0.06,58,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,19.264238881435148
0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,156,0.0,0.0,0.0,0.0,0.99,0.02,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,98.24176489139518
0,tcp,telnet,S3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,255,136,0.53,0.02,0.0,0.0,0.53,0.46,0.01,0.01,1.0
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,48,0.19,0.02,0.0,0.0,0.0,0.0,0.17,0.83,1.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,3,0.0,0.0,1.0,1.0,0.01,0.07,0.0,255,3,0.01,0.07,0.0,0.0,0.0,0.0,1.0,1.0,238.82886674376576
0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,36,1.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,2.0
0,tcp,http,SF,214,1108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,tcp,http,SF,223,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,226,1.0,0.0,0.17,0.04,0.0,0.0,0.0,0.0,6.0
0,udp,domain_u,SF,43,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,193,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,118.39629761904763
2054,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.02,0.02,0.38,0.4,9.012658771615854
0,tcp,http,SF,218,4430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,10,255,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,8.463577085706413
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.95,1.0,498.63500000000005
0,tcp,http,SF,308,912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0.0,0.0,0.0,0.0,1.0,0.0,0.1,20,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,12.28116532660112
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.95666666666665
0,tcp,http,SF,310,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,208,187,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,226,226,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,505.635
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,6,0.0,0.0,1.0,1.0,0.06,0.08,0.0,255,6,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,104.32732665943247
4,tcp,pop_3,SF,31,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,209,0.82,0.02,0.0,0.0,0.0,0.0,0.07,0.0,1.0
0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,5,1.0,1.0,0.0,0.0,0.02,0.07,0.0,255,5,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0.0,237.5876917017743
0,tcp,http,SF,319,1124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,36,0.0,0.0,0.0,0.0,1.0,0.0,0.06,154,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,25.828154334799663
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,14,0.0,0.0,1.0,1.0,0.05,0.06,0.0,255,14,0.05,0.07,0.0,0.0,0.0,0.0,1.0,1.0,276.6099016592916
0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,0.0,0.0,0.0,0.0,0.01,1.0,0.0,255,1,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,108.68395833333332
0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,94,0.37,0.02,0.0,0.0,0.0,0.0,0.01,0.03,1.0
0,tcp,bgp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,11,0.0,0.0,1.0,1.0,0.1,0.07,0.0,255,11,0.04,0.06,0.0,0.0,0.0,0.0,1.0,1.0,113.7153603896104
4,tcp,smtp,SF,1411,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194,182,0.72,0.02,0.01,0.01,0.0,0.0,0.0,0.0,1.0
0,tcp,http,SF,218,246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,36,0.0,0.0,0.0,0.0,1.0,0.0,0.08,11,255,1.0,0.0,0.09,0.02,0.0,0.0,0.0,0.0,13.555573844603778
3,tcp,telnet,SF,191,12615,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,7,0.03,0.02,0.0,0.0,0.01,0.14,0.01,0.43,1.0
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.5,0.5,1.0,0.0,0.0,255,242,0.95,0.01,0.0,0.0,0.0,0.0,0.06,0.06,2.0
0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,230.5232181002609
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,16,1.0,1.0,0.0,0.0,0.07,0.07,0.0,255,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0.0,227.96193009164574
0,tcp,kshell,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,12,0.0,0.0,1.0,1.0,0.1,0.07,0.0,255,12,0.05,0.06,0.0,0.0,0.0,0.0,1.0,1.0,118.11713469863469
0,tcp,smtp,SF,1382,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,169,153,0.57,0.03,0.01,0.01,0.0,0.0,0.0,0.0,1.0
0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1,0.0,0.0,0.0,0.0,0.01,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,487.3233333333334
0,tcp,http,SF,209,673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,23,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46737367771329
0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.02,0.02,2.0
280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,12,1.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,1.0
283,tcp,ftp,SF,164,601,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,60,0.24,0.03,0.0,0.0,0.11,0.0,0.02,0.0,1.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1,0.06,0.0,0.94,1.0,0.0,0.08,0.0,255,1,0.0,0.08,0.0,0.0,0.05,0.0,0.95,1.0,242.60097668350755
